family	galga	gasac	ornan	oryla	homsa	sacce	cioin	hydma	nemve	pedhu	ampqu	drome	anoca	musmu	apime	mondo	anoga	danre	loxaf	ciosa	tetni
ORTHOMCL712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
ORTHOMCL431	1	1	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	1
ORTHOMCL715	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	1	0	0	0	0
ORTHOMCL432	0	2	1	2	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1
ORTHOMCL866	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0
ORTHOMCL433	0	1	1	1	1	0	0	0	0	0	0	0	1	1	0	1	0	1	1	0	1
ORTHOMCL717	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1
ORTHOMCL434	1	1	1	0	1	0	0	0	0	0	0	0	1	1	0	1	0	1	1	0	1
ORTHOMCL864	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0
ORTHOMCL435	1	1	1	1	1	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	1
ORTHOMCL436	0	1	1	1	1	0	0	0	0	0	0	0	1	1	0	1	0	1	1	0	1
ORTHOMCL437	1	0	2	1	0	0	0	0	0	0	0	0	1	1	0	1	0	1	1	0	1
ORTHOMCL868	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
ORTHOMCL939	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
ORTHOMCL938	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ORTHOMCL935	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL934	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
ORTHOMCL937	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
ORTHOMCL936	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
ORTHOMCL931	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ORTHOMCL930	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
ORTHOMCL933	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ORTHOMCL932	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL1416	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ORTHOMCL1417	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
ORTHOMCL1414	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
ORTHOMCL1415	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ORTHOMCL1412	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ORTHOMCL753	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
ORTHOMCL858	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
ORTHOMCL859	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0
ORTHOMCL1410	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ORTHOMCL852	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0
ORTHOMCL853	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0
ORTHOMCL850	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0
ORTHOMCL851	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0
ORTHOMCL856	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0
ORTHOMCL857	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0
ORTHOMCL854	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0
ORTHOMCL855	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0
ORTHOMCL588	0	1	1	0	2	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0
ORTHOMCL589	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1
ORTHOMCL584	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ORTHOMCL585	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL586	0	0	0	0	1	0	0	0	0	0	0	0	0	5	0	0	0	0	1	0	0
ORTHOMCL587	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL580	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL581	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0
ORTHOMCL582	0	0	0	5	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL583	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL618	1	0	1	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0
ORTHOMCL619	0	1	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1
ORTHOMCL614	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	1	0	0
ORTHOMCL615	1	0	1	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0
ORTHOMCL616	1	1	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1
ORTHOMCL617	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	1
ORTHOMCL610	0	1	1	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1
ORTHOMCL611	0	1	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0
ORTHOMCL612	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	1
ORTHOMCL613	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	1
ORTHOMCL100	1	2	2	2	2	0	1	0	1	1	0	1	1	2	1	2	1	2	2	1	1
ORTHOMCL101	1	3	2	3	1	0	0	0	1	0	0	1	1	1	1	2	1	3	1	1	3
ORTHOMCL102	1	2	1	2	2	0	1	2	1	1	0	1	2	1	0	2	1	2	1	1	2
ORTHOMCL103	1	2	1	2	2	0	1	1	1	1	0	1	1	2	0	2	1	3	1	1	2
ORTHOMCL104	1	2	2	1	2	0	0	0	0	1	0	1	2	2	1	2	1	3	2	1	2
ORTHOMCL105	1	3	1	3	1	0	1	1	1	0	1	1	2	1	0	1	1	2	2	0	3
ORTHOMCL106	2	2	1	2	2	0	1	1	1	1	1	0	2	1	1	2	1	1	2	0	2
ORTHOMCL107	0	2	1	2	1	0	1	1	1	1	2	1	1	2	1	2	1	2	2	1	1
ORTHOMCL108	1	2	3	1	1	0	0	1	1	1	1	1	2	1	1	2	1	1	2	1	2
ORTHOMCL109	0	2	1	2	2	0	2	0	1	1	1	1	1	2	1	2	1	2	1	1	2
ORTHOMCL328	1	1	1	1	0	0	0	0	0	1	0	1	1	0	1	1	1	1	1	0	1
ORTHOMCL329	1	2	0	2	1	0	0	0	0	0	0	0	1	1	0	1	0	1	1	0	2
ORTHOMCL320	1	2	1	1	1	0	0	0	0	0	0	0	1	1	0	1	0	1	1	0	2
ORTHOMCL321	1	1	1	2	1	0	0	0	0	1	0	0	1	1	1	1	1	1	0	0	0
ORTHOMCL322	1	1	1	1	1	0	0	0	0	0	0	0	1	1	0	1	0	2	1	0	2
ORTHOMCL323	1	1	1	1	1	0	0	0	1	0	0	0	1	1	0	1	0	2	1	0	1
ORTHOMCL324	2	1	2	1	1	0	0	0	1	0	0	0	1	1	0	1	0	0	1	0	1
ORTHOMCL325	1	2	0	2	0	0	0	0	0	0	0	0	1	0	0	1	1	2	1	0	2
ORTHOMCL326	1	1	1	2	1	0	0	0	0	0	0	0	1	1	0	1	0	1	1	0	2
ORTHOMCL327	0	1	1	1	1	0	1	0	0	0	0	0	2	1	0	1	0	1	2	0	1
ORTHOMCL66	1	2	1	2	2	0	0	1	1	1	0	1	1	2	2	1	3	3	2	0	2
ORTHOMCL67	1	3	1	3	1	0	0	0	1	1	0	1	2	2	2	1	1	3	2	0	3
ORTHOMCL64	2	2	2	2	1	1	0	1	1	1	2	1	2	2	1	1	1	2	2	1	1
ORTHOMCL65	1	2	2	2	2	0	1	0	1	1	0	1	2	2	1	2	1	2	2	1	2
ORTHOMCL62	2	2	2	2	1	0	0	0	1	1	0	1	3	2	1	2	1	3	2	0	3
ORTHOMCL63	0	4	1	3	2	0	1	1	1	1	1	1	0	2	1	2	1	4	2	0	1
ORTHOMCL60	2	3	1	3	2	0	1	0	1	1	0	1	1	1	0	1	1	4	2	1	3
ORTHOMCL61	2	3	1	2	2	0	1	1	2	1	0	0	2	1	1	2	0	3	1	1	3
ORTHOMCL68	2	3	1	3	2	0	0	0	1	1	0	1	1	2	1	2	0	2	2	1	3
ORTHOMCL69	2	3	2	2	2	0	0	2	0	1	0	1	2	1	0	3	1	2	2	0	2
ORTHOMCL1409	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ORTHOMCL1408	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ORTHOMCL1159	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ORTHOMCL1158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ORTHOMCL1153	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ORTHOMCL1152	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ORTHOMCL1151	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ORTHOMCL1150	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ORTHOMCL1157	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
ORTHOMCL1156	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
ORTHOMCL1155	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ORTHOMCL1154	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ORTHOMCL1399	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
ORTHOMCL1398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
ORTHOMCL1391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ORTHOMCL1390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ORTHOMCL1393	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
ORTHOMCL1392	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
ORTHOMCL1395	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
ORTHOMCL1394	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
ORTHOMCL1397	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
ORTHOMCL1396	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
ORTHOMCL9	3	3	1	3	3	0	1	1	1	2	1	2	2	3	2	3	1	3	3	1	3
ORTHOMCL8	3	5	3	5	2	0	1	0	1	1	0	1	3	1	1	2	2	3	2	1	5
ORTHOMCL3	6	5	5	5	2	0	2	1	3	2	1	1	5	5	2	4	1	7	3	2	3
ORTHOMCL2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0
ORTHOMCL1	0	1	0	1	0	0	0	16	1	0	51	0	0	0	0	0	1	1	0	5	0
ORTHOMCL0	5	10	4	8	76	0	2	0	7	1	0	0	226	57	0	239	0	0	5	13	1
ORTHOMCL7	3	5	2	5	1	0	1	2	2	0	2	0	3	3	0	3	0	5	3	1	4
ORTHOMCL6	1	4	2	4	9	0	2	0	1	1	1	1	2	4	1	1	1	3	2	2	4
ORTHOMCL5	2	4	2	3	9	0	1	2	1	1	0	1	2	2	1	3	1	3	3	1	4
ORTHOMCL4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0
ORTHOMCL1085	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL1084	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL1087	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL1086	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL1081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ORTHOMCL1080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ORTHOMCL1083	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL1082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ORTHOMCL1089	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL1088	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL922	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
ORTHOMCL923	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ORTHOMCL920	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
ORTHOMCL921	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
ORTHOMCL926	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ORTHOMCL927	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL924	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
ORTHOMCL925	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
ORTHOMCL928	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
ORTHOMCL929	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
ORTHOMCL829	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0
ORTHOMCL828	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0
ORTHOMCL827	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0
ORTHOMCL826	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0
ORTHOMCL825	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0
ORTHOMCL824	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0
ORTHOMCL823	0	0	0	0	0	0	0	0	0	2	0	1	0	0	1	0	0	0	0	0	0
ORTHOMCL822	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ORTHOMCL821	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
ORTHOMCL820	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
ORTHOMCL621	0	1	0	1	1	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0
ORTHOMCL620	1	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1
ORTHOMCL623	0	1	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1
ORTHOMCL622	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	1
ORTHOMCL625	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
ORTHOMCL624	0	1	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1
ORTHOMCL627	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	1
ORTHOMCL626	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	6	0	0	0
ORTHOMCL629	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
ORTHOMCL628	0	1	0	1	0	0	0	0	1	0	2	0	0	0	0	0	0	1	0	0	1
ORTHOMCL485	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	1
ORTHOMCL484	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	1
ORTHOMCL487	0	0	1	0	2	0	0	0	1	0	0	0	0	2	0	1	0	1	1	0	0
ORTHOMCL486	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	2
ORTHOMCL481	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	1
ORTHOMCL480	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1
ORTHOMCL483	1	1	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	1
ORTHOMCL482	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	1
ORTHOMCL489	1	0	1	1	1	0	0	0	0	1	0	0	0	1	0	1	0	1	1	0	0
ORTHOMCL488	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	1
ORTHOMCL135	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0
ORTHOMCL134	1	2	1	2	0	0	1	0	1	1	1	1	2	2	1	2	1	2	1	0	2
ORTHOMCL137	2	2	1	2	2	0	1	0	0	0	0	0	1	2	0	2	0	3	2	1	2
ORTHOMCL136	1	3	0	3	1	0	0	0	1	1	0	1	1	2	0	2	1	2	1	0	3
ORTHOMCL131	2	2	2	1	2	0	1	0	1	0	1	0	2	2	0	1	0	2	2	1	2
ORTHOMCL130	1	1	1	2	2	0	1	0	0	1	0	1	2	2	1	2	0	2	2	1	2
ORTHOMCL133	1	3	2	3	2	0	0	1	1	0	1	0	1	1	0	2	0	3	1	0	2
ORTHOMCL132	1	1	1	2	1	0	0	1	1	1	1	1	0	2	1	2	1	3	2	0	2
ORTHOMCL139	1	1	2	2	2	0	0	0	1	1	0	2	2	1	1	2	1	1	1	0	2
ORTHOMCL138	1	2	1	2	2	0	0	0	3	1	0	1	1	2	1	1	1	2	1	0	1
ORTHOMCL319	1	2	1	2	0	0	0	0	0	0	0	0	1	1	0	1	0	1	1	0	2
ORTHOMCL318	1	1	1	2	1	0	0	0	0	0	0	0	1	1	0	1	0	1	1	0	2
ORTHOMCL315	1	2	1	2	1	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0	2
ORTHOMCL314	1	1	1	1	1	0	1	0	0	0	0	0	1	1	0	1	0	1	1	1	1
ORTHOMCL317	0	1	0	1	1	0	0	0	1	1	0	1	1	0	2	0	1	1	1	0	1
ORTHOMCL316	1	2	0	1	1	0	0	0	1	0	0	0	1	1	0	1	0	1	1	0	2
ORTHOMCL311	1	1	1	1	1	0	1	0	1	0	1	0	0	1	0	1	0	1	1	1	1
ORTHOMCL310	1	1	1	2	1	0	0	0	0	0	1	0	1	1	0	1	0	1	1	0	2
ORTHOMCL313	1	1	1	1	0	0	1	0	0	0	0	0	1	1	0	1	0	2	1	1	1
ORTHOMCL312	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0
ORTHOMCL75	2	1	2	1	2	0	1	1	1	1	1	1	1	2	1	2	1	3	2	1	1
ORTHOMCL74	2	2	2	2	2	0	0	0	0	2	0	1	2	1	2	2	2	2	2	0	2
ORTHOMCL77	2	2	2	2	2	0	1	0	1	1	1	0	1	2	1	2	1	2	2	1	2
ORTHOMCL76	2	2	0	2	2	0	0	1	1	0	1	1	2	2	1	2	1	2	2	1	3
ORTHOMCL71	1	3	1	3	2	0	1	0	0	0	0	0	3	2	0	2	0	4	3	1	2
ORTHOMCL70	2	4	2	3	2	0	1	0	0	1	0	0	1	2	0	2	0	4	1	1	2
ORTHOMCL73	2	2	1	2	2	0	1	0	1	1	0	1	2	2	1	2	1	2	2	1	2
ORTHOMCL72	1	2	2	2	1	0	1	0	1	2	0	2	1	1	2	2	2	1	2	1	2
ORTHOMCL79	2	2	1	1	1	0	2	1	1	1	0	1	1	1	1	1	1	4	1	2	2
ORTHOMCL78	1	2	2	2	2	0	1	0	0	1	1	1	1	2	1	2	1	3	2	1	2
ORTHOMCL559	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	1	1	0	1
ORTHOMCL558	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	1	1	1
ORTHOMCL553	1	1	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1
ORTHOMCL552	0	1	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	1
ORTHOMCL551	0	1	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0
ORTHOMCL550	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	1
ORTHOMCL557	0	1	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	1
ORTHOMCL556	1	0	0	0	1	0	1	0	0	0	0	0	1	1	0	1	0	0	1	1	0
ORTHOMCL555	1	1	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1
ORTHOMCL554	0	1	0	1	1	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	1
ORTHOMCL1166	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
ORTHOMCL1167	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
ORTHOMCL1164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ORTHOMCL1165	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
ORTHOMCL1162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ORTHOMCL1163	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ORTHOMCL1160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ORTHOMCL1161	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
ORTHOMCL1168	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
ORTHOMCL1169	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
ORTHOMCL1364	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
ORTHOMCL1365	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
ORTHOMCL1366	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
ORTHOMCL1367	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
ORTHOMCL1360	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
ORTHOMCL1361	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
ORTHOMCL1362	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
ORTHOMCL1363	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
ORTHOMCL1368	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
ORTHOMCL1369	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
ORTHOMCL1355	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ORTHOMCL1354	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ORTHOMCL1357	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
ORTHOMCL1356	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
ORTHOMCL1351	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ORTHOMCL1350	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ORTHOMCL1353	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL1352	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ORTHOMCL1218	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL1219	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ORTHOMCL1214	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ORTHOMCL1215	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL1216	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ORTHOMCL1217	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ORTHOMCL1210	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ORTHOMCL1211	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ORTHOMCL1212	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ORTHOMCL1213	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ORTHOMCL1188	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL1189	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL1184	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL1185	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL1186	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL1187	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL1180	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL1181	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL1182	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL1183	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL957	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ORTHOMCL956	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ORTHOMCL955	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
ORTHOMCL954	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
ORTHOMCL953	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
