family	galga	gasac	ornan	oryla	homsa	sacce	cioin	hydma	nemve	pedhu	ampqu	drome	anoca	musmu	apime	mondo	anoga	danre	loxaf	ciosa	tetni
ORTHOMCL713	0	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0
ORTHOMCL860	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
ORTHOMCL867	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
ORTHOMCL1317	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ORTHOMCL865	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ORTHOMCL716	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	1	0	0	0	0
ORTHOMCL719	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0	1	0	0	0	0
ORTHOMCL718	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0	1	0	0	0	0
ORTHOMCL869	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1
ORTHOMCL1316	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ORTHOMCL665	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
ORTHOMCL664	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
ORTHOMCL666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
ORTHOMCL661	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	1	0	0	1	0	0
ORTHOMCL660	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0
ORTHOMCL663	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL662	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	1	0	0	0
ORTHOMCL669	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0
ORTHOMCL668	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL449	1	1	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	1
ORTHOMCL448	1	1	1	1	1	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	1
ORTHOMCL441	0	1	1	1	1	0	0	0	0	0	0	0	1	1	0	1	0	1	1	0	1
ORTHOMCL440	1	1	0	1	1	0	0	0	0	0	0	0	1	1	0	1	0	1	1	0	1
ORTHOMCL443	1	1	0	1	1	0	0	0	0	0	0	0	1	1	0	1	0	1	1	0	1
ORTHOMCL442	0	1	1	0	1	0	0	0	0	0	0	0	1	1	0	1	0	2	1	0	1
ORTHOMCL445	1	1	0	1	1	0	0	0	0	0	0	0	1	1	0	1	0	1	1	0	1
ORTHOMCL444	1	1	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	1
ORTHOMCL447	1	1	1	1	0	0	0	0	0	0	0	0	1	1	0	1	0	1	1	0	1
ORTHOMCL446	1	1	0	1	1	0	0	0	0	0	0	0	1	1	0	1	0	1	1	0	1
ORTHOMCL1056	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0
ORTHOMCL1057	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0
ORTHOMCL1054	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0
ORTHOMCL1055	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0
ORTHOMCL1052	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0
ORTHOMCL1053	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0
ORTHOMCL1050	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0
ORTHOMCL1051	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0
ORTHOMCL1058	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0
ORTHOMCL1059	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0
ORTHOMCL39	1	3	0	3	2	0	1	1	2	1	1	1	1	2	2	2	1	3	2	1	2
ORTHOMCL38	2	3	1	3	1	2	0	1	1	1	1	1	1	2	1	2	1	3	2	1	3
ORTHOMCL31	2	3	2	3	2	0	1	1	1	0	2	1	2	2	1	2	1	2	2	1	3
ORTHOMCL30	1	4	2	3	2	0	1	0	1	2	0	2	2	2	1	2	1	4	2	1	1
ORTHOMCL33	1	1	0	1	1	0	0	10	0	0	11	1	1	1	0	1	0	3	1	0	1
ORTHOMCL32	1	3	2	2	1	0	2	1	3	2	3	1	1	1	1	1	1	3	1	1	3
ORTHOMCL35	2	2	1	2	1	0	2	2	1	1	1	1	3	2	1	2	1	2	2	3	1
ORTHOMCL34	2	3	2	2	2	0	1	1	1	1	1	1	2	2	1	2	1	3	2	1	2
ORTHOMCL37	3	2	2	2	2	0	1	0	1	1	1	1	2	3	0	3	1	3	3	0	2
ORTHOMCL36	1	2	1	3	1	0	1	4	1	1	1	1	1	2	1	2	1	3	2	1	3
ORTHOMCL283	1	1	1	2	1	0	0	0	0	0	0	0	1	1	0	1	0	2	1	0	2
ORTHOMCL282	0	1	1	1	1	0	0	0	1	1	0	1	1	0	0	1	1	1	1	0	2
ORTHOMCL281	2	1	0	1	0	0	1	0	2	1	0	1	0	0	0	0	1	1	0	1	2
ORTHOMCL280	1	2	0	2	1	0	0	0	0	0	0	0	0	1	0	2	0	3	1	0	1
ORTHOMCL287	1	1	1	1	1	0	2	0	0	0	0	0	1	1	0	1	0	1	1	1	1
ORTHOMCL286	1	1	1	1	0	0	0	0	2	0	0	0	1	2	0	1	0	3	1	0	0
ORTHOMCL285	1	2	1	2	1	0	0	0	0	0	0	0	1	1	0	1	0	1	1	0	2
ORTHOMCL284	1	1	1	1	0	0	1	0	3	0	0	0	1	1	0	1	0	1	1	0	1
ORTHOMCL289	1	1	1	1	1	0	0	1	1	0	0	0	1	1	0	1	0	2	1	0	1
ORTHOMCL288	1	1	0	1	1	0	0	0	1	1	0	0	1	1	1	1	1	1	1	0	1
ORTHOMCL1122	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL1123	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL1120	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL1121	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL1126	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL1127	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL1124	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL1125	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL1128	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL1129	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL246	1	1	1	0	1	0	1	0	1	1	0	1	1	1	0	1	1	1	1	1	1
ORTHOMCL919	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
ORTHOMCL918	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
ORTHOMCL913	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
ORTHOMCL912	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
ORTHOMCL911	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
ORTHOMCL910	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
ORTHOMCL917	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
ORTHOMCL916	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
ORTHOMCL915	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
ORTHOMCL914	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ORTHOMCL706	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0
ORTHOMCL707	0	0	0	0	0	0	0	1	0	0	0	2	0	0	1	0	0	1	0	0	0
ORTHOMCL704	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ORTHOMCL705	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0
ORTHOMCL702	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2
ORTHOMCL703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
ORTHOMCL700	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1
ORTHOMCL877	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL878	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL879	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL708	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1
ORTHOMCL709	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0	1	0	0	0	0
ORTHOMCL678	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0
ORTHOMCL679	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0
ORTHOMCL672	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0
ORTHOMCL673	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0
ORTHOMCL670	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
ORTHOMCL671	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0
ORTHOMCL676	0	0	1	0	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
ORTHOMCL677	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL674	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0
ORTHOMCL675	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0
ORTHOMCL458	0	1	1	1	1	0	0	0	0	0	0	0	1	1	0	1	0	1	1	0	1
ORTHOMCL459	1	1	1	1	1	0	0	0	0	0	0	0	1	1	0	1	0	1	1	0	0
ORTHOMCL456	1	2	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	2	1	0	1
ORTHOMCL457	1	0	1	1	1	0	0	0	0	0	0	0	1	1	0	2	0	1	1	0	0
ORTHOMCL454	1	1	1	0	1	0	0	0	0	0	0	0	1	1	0	1	0	1	1	0	1
ORTHOMCL455	1	1	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	2	1	0	1
ORTHOMCL452	0	1	1	1	1	0	0	0	0	0	0	0	1	1	0	1	0	1	1	0	1
ORTHOMCL453	1	1	0	1	1	0	0	0	0	0	0	0	1	1	0	1	0	1	1	0	1
ORTHOMCL450	1	1	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	1
ORTHOMCL451	1	0	0	0	1	0	0	0	0	1	0	0	1	1	1	1	0	1	1	0	1
ORTHOMCL1041	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0
ORTHOMCL1040	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0
ORTHOMCL1043	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0
ORTHOMCL1042	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0
ORTHOMCL1045	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0
ORTHOMCL1044	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0
ORTHOMCL1047	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0
ORTHOMCL1046	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0
ORTHOMCL1049	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0
ORTHOMCL1048	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0
ORTHOMCL290	1	1	1	1	1	0	0	0	0	1	0	0	1	1	0	1	1	2	1	0	1
ORTHOMCL291	1	2	0	2	0	0	1	0	0	0	0	0	1	1	0	1	0	2	1	1	1
ORTHOMCL292	1	2	1	1	1	0	1	0	0	0	0	0	1	1	0	1	0	1	1	0	2
ORTHOMCL293	1	2	1	1	1	0	0	0	0	0	0	0	1	1	0	1	0	2	1	0	2
ORTHOMCL294	1	1	1	1	1	0	1	0	0	0	0	0	1	2	0	1	0	1	2	1	0
ORTHOMCL295	1	1	1	1	2	0	0	0	0	0	0	0	2	2	0	0	0	1	2	0	1
ORTHOMCL296	0	1	0	1	1	0	0	0	2	1	0	1	1	1	0	1	1	1	1	0	1
ORTHOMCL297	1	1	1	1	1	0	1	1	1	0	0	0	1	0	0	1	0	1	1	1	1
ORTHOMCL298	1	1	1	0	1	0	1	0	0	0	0	1	1	1	0	1	1	2	1	0	1
ORTHOMCL299	0	1	0	1	1	0	1	0	0	0	0	0	2	1	0	1	1	2	1	1	1
ORTHOMCL1139	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL1138	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL1135	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL1134	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL1137	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL1136	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL1131	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL1130	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL1133	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL1132	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL1423	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ORTHOMCL1422	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ORTHOMCL1421	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ORTHOMCL1420	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ORTHOMCL1427	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ORTHOMCL1426	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ORTHOMCL1425	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ORTHOMCL1424	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ORTHOMCL1428	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
ORTHOMCL84	0	2	1	1	1	0	1	1	4	1	0	1	2	2	1	2	1	1	2	1	2
ORTHOMCL85	0	2	3	2	1	0	1	0	1	1	0	1	2	2	1	3	1	1	2	1	2
ORTHOMCL88	1	3	2	3	1	0	1	0	0	1	0	1	1	1	1	1	1	3	1	1	4
ORTHOMCL89	2	1	2	1	2	0	2	0	1	1	1	1	2	2	1	2	1	2	2	0	1
ORTHOMCL908	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
ORTHOMCL909	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
ORTHOMCL900	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL901	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL902	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL903	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
ORTHOMCL904	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
ORTHOMCL905	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
ORTHOMCL906	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
ORTHOMCL907	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
ORTHOMCL845	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0
ORTHOMCL844	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0
ORTHOMCL847	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0
ORTHOMCL846	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0
ORTHOMCL841	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0
ORTHOMCL840	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0
ORTHOMCL843	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0
ORTHOMCL842	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0
ORTHOMCL849	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0
ORTHOMCL848	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0
ORTHOMCL599	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1
ORTHOMCL598	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1
ORTHOMCL597	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	1	0	1
ORTHOMCL596	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	1
ORTHOMCL595	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1
ORTHOMCL594	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2
ORTHOMCL593	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1
ORTHOMCL592	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1
ORTHOMCL591	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1
ORTHOMCL590	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1
ORTHOMCL609	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1
ORTHOMCL608	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	2	0	0
ORTHOMCL607	1	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1
ORTHOMCL606	1	0	1	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0
ORTHOMCL605	1	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1
ORTHOMCL604	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1
ORTHOMCL603	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6	0
ORTHOMCL602	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0
ORTHOMCL601	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2
ORTHOMCL600	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1
ORTHOMCL230	1	1	1	1	0	0	2	0	0	1	0	1	1	1	1	1	1	1	1	1	1
ORTHOMCL231	1	2	1	2	0	0	0	0	0	0	0	1	1	1	1	1	1	2	1	0	2
ORTHOMCL113	2	3	2	3	1	0	0	0	0	0	0	0	2	2	0	3	0	2	3	0	2
ORTHOMCL112	2	4	1	2	2	0	0	0	0	0	0	0	2	1	0	2	0	3	2	0	4
ORTHOMCL111	2	3	1	2	2	0	0	0	1	0	3	1	1	1	0	2	1	1	2	1	2
ORTHOMCL110	2	1	1	2	1	0	0	1	1	1	1	1	2	2	0	2	1	2	2	1	2
ORTHOMCL117	1	1	1	1	3	0	1	1	1	1	0	1	2	1	1	2	1	2	2	1	1
ORTHOMCL116	1	2	1	2	2	0	1	0	0	1	0	1	2	2	1	2	1	1	2	1	2
ORTHOMCL115	1	2	1	2	2	0	1	1	1	1	0	1	1	1	1	2	1	2	1	1	2
ORTHOMCL114	0	1	0	2	2	0	1	1	1	1	0	0	2	2	1	2	1	4	1	1	2
ORTHOMCL119	1	2	2	1	2	0	1	0	1	1	1	1	1	1	1	1	1	2	2	1	2
ORTHOMCL118	1	3	1	1	1	0	1	0	1	1	1	1	1	1	0	2	1	3	2	1	2
ORTHOMCL1331	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ORTHOMCL339	1	2	1	2	1	0	0	0	0	0	0	0	0	1	0	0	0	2	1	0	1
ORTHOMCL338	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0
ORTHOMCL333	0	1	0	0	1	0	1	1	0	0	2	1	0	1	1	0	0	1	1	1	1
ORTHOMCL332	1	1	1	1	0	0	1	0	0	0	0	0	1	1	0	1	0	1	1	1	2
ORTHOMCL331	1	1	1	2	1	0	0	0	0	0	0	0	1	1	0	1	0	1	1	0	2
ORTHOMCL330	1	1	1	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	0	1
ORTHOMCL337	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL336	1	1	0	0	1	0	1	0	0	0	1	0	1	1	0	1	1	1	1	1	1
ORTHOMCL335	1	1	0	1	1	0	0	0	0	1	1	0	1	1	0	1	0	2	1	0	1
ORTHOMCL334	1	1	1	1	1	0	1	0	0	0	1	0	1	1	0	1	0	1	1	0	1
ORTHOMCL13	0	1	0	1	24	0	0	0	5	0	0	0	0	3	0	0	0	1	4	0	1
ORTHOMCL12	2	4	3	3	2	2	1	1	1	2	1	1	3	3	0	2	1	3	1	1	4
ORTHOMCL11	2	3	2	3	1	0	2	2	1	1	1	1	2	2	1	3	1	4	3	2	4
ORTHOMCL10	1	5	2	3	1	0	1	0	1	1	1	1	2	3	2	3	1	5	3	1	4
ORTHOMCL17	2	2	2	2	2	0	1	1	1	1	1	0	2	3	5	2	1	4	3	0	4
ORTHOMCL16	1	4	2	4	3	0	1	1	1	1	0	1	2	3	1	3	1	4	2	1	3
ORTHOMCL15	2	4	2	4	2	0	2	1	1	1	5	1	2	2	1	2	1	1	2	0	4
ORTHOMCL14	2	4	2	3	2	0	1	1	1	1	1	1	2	3	1	3	1	3	3	1	4
ORTHOMCL19	2	4	2	3	2	0	1	1	1	1	1	1	2	2	1	3	1	4	1	1	4
ORTHOMCL18	1	4	2	3	3	0	1	0	0	1	0	1	3	3	1	2	1	4	3	1	4
ORTHOMCL1148	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ORTHOMCL1149	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ORTHOMCL1418	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ORTHOMCL1419	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ORTHOMCL1140	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL1141	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL1142	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL1143	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL1144	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL1145	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL1146	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL1147	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL1388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ORTHOMCL1389	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
ORTHOMCL1386	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
ORTHOMCL1387	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
ORTHOMCL1384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
ORTHOMCL1385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ORTHOMCL1382	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
ORTHOMCL1383	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
ORTHOMCL1380	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
ORTHOMCL1381	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
ORTHOMCL1098	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL1099	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ORTHOMCL1092	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL1093	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL1090	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL1091	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL1096	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL1097	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL1094	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL1095	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
ORTHOMCL710	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0	1	0	0	0	0
ORTHOMCL861	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0
ORTHOMCL430	0	1	2	0	1	0	0	0	1	0	0	0	1	1	0	2	0	0	1	0	0
